900.93682747017,234
906.13342780616,590
910.025797590615,745
915.208850013172,725
920.384160770909,384
924.260563371674,411
929.422326215977,1574
933.288567881667,1376
938.436782812536,1483
943.577256078587,1633
947.427530560586,1207
952.554455913202,743
956.394569460127,747
961.507946899309,1115
966.613582673672,1165
970.437729036906,1886
975.529816897835,2058
979.343802325994,2977
984.422342273489,3286
989.493140556165,2928
993.291158800634,2547
998.348409169876,2001
1002.13626647927,1885
1007.17996893508,2046
1012.21592972607,1689
1015.98781985177,1677
1021.01023272932,2426
1024.77196191995,2049
1029.78082688407,2195
1034.78195018337,1866
1038.52771219031,1728
1043.51528757618,2242
1047.25088864804,2388
1052.22491612048,2408
1057.19120192809,2734
1060.91083581626,2343
1065.86357371044,2811
1069.57304666354,2751
1074.51223664429,3006
1079.44368496021,3151
1083.13719072962,3206
1088.05509113212,3422
1091.73843596645,3457
1096.64278845551,4008
1101.53939927975,3855
1105.20677693039,3443
1110.08983984119,3198
1113.74705655676,3156
1118.61657155413,2935
1123.47834488669,3075
1127.11959441856,3145
1131.96781983768,2457
1135.59890843448,2863
1140.43358594017,2674
1145.26052178103,2337
1148.87564319414,2339
1153.68903112158,2807
1157.29399159961,2114
1162.09383161361,2420
1165.68863115657,3055
1170.47492325713,3076
1175.25347369288,3273
1178.83230605215,3226
1183.59730857446,3596
1187.16597999866,4297
1191.91743460753,5619
1196.66114755159,6860
1200.21385179209,8561
1204.94401682272,12529
1208.48656012815,18568
1213.20317724534,32651
1217.91205269771,62174
1221.43862881945,103802
1226.13395635838,200959
1229.65037154505,306843
1234.33215117055,475664
1239.00618913123,630596
1242.50663713421,714040
1247.16712718146,782634
1250.65741424936,811369
1255.30435638317,835482
1259.94355685217,852767
1263.41787673638,864669
1268.04352929194,880922
1271.50768824107,890851
1276.1197928832,904062
1280.72415586051,915187
1284.17234762595,921300
1288.76316268983,927352
1292.20119352019,927847
1296.77846067064,925812
1301.34798615626,919596
1304.77004980294,911113
1309.32602737512,893497
1312.73793008673,876475
1317.28035974548,847819
1321.81504773941,813620
1325.21098326733,783611
1329.73212334783,740255
1333.11789794066,706716
1337.62549010773,661080
1342.12534060998,612796
1345.49514801913,576680
1349.98145060794,529874
1353.34109708201,497496
1357.81385175739,461072
1362.27886476795,428114
1365.62254405833,397960
1370.07400915546,350407
1373.40752751077,308418
1377.84544469446,245775
1382.27562021333,178099
1385.59317138495,130002
1390.00979899039,80370
1393.31718922693,54410
1397.72026891893,32009
1402.11560694612,18776
1405.40702999897,12515
1409.78882011272,7570
1413.0700822305,5711
1417.43832443082,3936
1420.70942561352,3466
1425.0641199004,3013
1429.41107252247,3045
1432.66620652148,2737
1436.99961123011,2851
1440.24458429404,2193
1444.56444108924,2403
1448.87655621962,2007
1452.10556209986,1993
1456.4041293168,2178
1459.62297426197,1937
1463.90799356548,1746
1468.18527120417,1780
1471.38814896565,2442
1475.65187869091,2187
1478.84459551732,2579
1483.09477732914,2334
1487.33721747614,2670
1490.51396711886,3244
1494.74285935242,3151
1497.90944806006,3727
1502.1247923802,4206
1506.33239503551,4619
1509.48301655946,5341
1513.67707130135,6431
1516.81753189022,6684
1520.99803871867,8090
1525.1708038823,9156
1528.29529728748,10054
1532.45451453768,11399
1535.56884700778,11817
1539.71451634454,12682
1543.85244401649,13978
1546.9508093029,14608
1551.07518906141,15687
1554.16339341276,16313
1558.27422525783,17164
1562.37731543808,18493
1565.44955260574,19192
1569.53909487256,20314
1572.60117110514,21132
1576.67716545852,22164
1580.74541814709,23941
1583.79152719598,25359
1587.84623197111,26540
1590.88218008492,27471
1594.92333694662,29890
1598.9567521435,31350
1601.97673307362,33136
1605.99660035707,34499
1609.00642035212,36011
1613.01273972213,37760
1617.01131742732,39467
1620.00517023868,40474
1623.99020003044,42893
1626.97389190672,43749
1630.94537378504,45358
1634.90911399855,46749
1637.87683869114,47467
1641.82703099121,47636
1644.78459474873,47996
1648.72123913537,47578
1651.66864195781,47537
1655.59173843101,46407
1659.5070932394,44219
1662.43852887815,42168
1666.3403357731,37810
1669.26161047677,32743
1673.14986945829,24838
1677.03038677499,16515
1679.93569429497,11368
1683.80266369824,7417
1686.69781028315,6144
1690.55123177298,4265
1694.39691159799,2812
1697.27609099921,3565
1701.10822291078,2345
